ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
41254;receive application;2021-11-02 23:45:53 +00:00;Trace 7675;Kevin;x;1, 2
41255;confirm GDPR;2021-11-03 00:55:24 +00:00;Trace 7675;Kevin;x;1, 2
41256;confirmed GDPR;2021-11-03 02:14:22 +00:00;Trace 7675;Kevin;x;1, 2
41257;notify recruiter;2021-11-03 03:29:03 +00:00;Trace 7675;Kevin;x;1, 2
41258;review application;2021-11-03 04:52:06 +00:00;Trace 7675;Kevin;x;1, 2
41259;schedule interview and send invitation;2021-11-03 06:15:08 +00:00;Trace 7675;Kevin;x;1, 2
41260;await answer;2021-11-03 08:05:42 +00:00;Trace 7675;Kevin;x;1, 5, 2
41261;receive application;2021-11-03 00:11:11 +00:00;Trace 7676;Hans;x;1
41262;confirm GDPR;2021-11-03 01:22:40 +00:00;Trace 7676;Hans;x;1
41263;declined GDPR;2021-11-03 02:50:13 +00:00;Trace 7676;Hans;x;1, 5
41264;receive application;2021-11-02 23:49:56 +00:00;Trace 7677;Kevin;x;1, 2
41265;confirm GDPR;2021-11-03 01:28:35 +00:00;Trace 7677;Kevin;x;1, 2
41266;declined GDPR;2021-11-03 03:00:22 +00:00;Trace 7677;Kevin;x;1, 5, 2
41267;receive application;2021-11-02 23:48:52 +00:00;Trace 7678;Peter;x;1
41268;confirm GDPR;2021-11-03 01:25:26 +00:00;Trace 7678;Peter;x;1
41269;declined GDPR;2021-11-03 02:44:18 +00:00;Trace 7678;Peter;x;1, 5
41270;receive application;2021-11-03 00:36:15 +00:00;Trace 7679;Kevin;x;1, 2
41271;confirm GDPR;2021-11-03 01:58:14 +00:00;Trace 7679;Kevin;x;1, 2
41272;declined GDPR;2021-11-03 03:04:54 +00:00;Trace 7679;Kevin;x;1, 5, 2
41273;receive application;2021-11-03 00:07:31 +00:00;Trace 7680;Hans;;
41274;confirm GDPR;2021-11-03 01:37:15 +00:00;Trace 7680;Hans;;
41275;confirmed GDPR;2021-11-03 03:00:02 +00:00;Trace 7680;Hans;;
41276;notify recruiter;2021-11-03 04:48:13 +00:00;Trace 7680;Hans;;
41277;review application;2021-11-03 06:39:52 +00:00;Trace 7680;Hans;;
41278;delete data of applicant;2021-11-03 07:53:18 +00:00;Trace 7680;Hans;;
41279;receive application;2021-11-02 23:59:24 +00:00;Trace 7681;Julian;x;1
41280;confirm GDPR;2021-11-03 01:58:11 +00:00;Trace 7681;Julian;x;1
41281;declined GDPR;2021-11-03 03:28:58 +00:00;Trace 7681;Julian;x;1, 5
41282;receive application;2021-11-02 23:45:20 +00:00;Trace 7682;Julian;;
41283;confirm GDPR;2021-11-03 01:23:45 +00:00;Trace 7682;Julian;;
41284;confirmed GDPR;2021-11-03 02:43:31 +00:00;Trace 7682;Julian;;
41285;notify recruiter;2021-11-03 04:18:57 +00:00;Trace 7682;Julian;;
41286;review application;2021-11-03 06:18:57 +00:00;Trace 7682;Julian;;
41287;delete data of applicant;2021-11-03 07:59:22 +00:00;Trace 7682;Julian;;
41288;receive application;2021-11-03 00:07:50 +00:00;Trace 7683;Kevin;x;1, 2
41289;confirm GDPR;2021-11-03 01:55:04 +00:00;Trace 7683;Kevin;x;1, 2
41290;declined GDPR;2021-11-03 03:32:27 +00:00;Trace 7683;Kevin;x;1, 5, 2
41291;receive application;2021-11-02 23:50:29 +00:00;Trace 7684;Hans;x;1
41292;confirm GDPR;2021-11-03 01:04:20 +00:00;Trace 7684;Hans;x;1
41293;declined GDPR;2021-11-03 02:28:40 +00:00;Trace 7684;Hans;x;1, 5
41294;receive application;2021-11-03 00:26:19 +00:00;Trace 7685;Julian;x;1
41295;confirm GDPR;2021-11-03 02:01:01 +00:00;Trace 7685;Julian;x;1
41296;declined GDPR;2021-11-03 03:24:31 +00:00;Trace 7685;Julian;x;1, 5
41297;receive application;2021-11-02 23:49:17 +00:00;Trace 7686;Kevin;x;2
41298;confirm GDPR;2021-11-03 01:03:18 +00:00;Trace 7686;Kevin;x;2
41299;confirmed GDPR;2021-11-03 02:23:55 +00:00;Trace 7686;Kevin;x;2
41300;notify recruiter;2021-11-03 04:01:05 +00:00;Trace 7686;Kevin;x;2
41301;review application;2021-11-03 05:02:57 +00:00;Trace 7686;Kevin;x;2
41302;delete data of applicant;2021-11-03 06:40:09 +00:00;Trace 7686;Kevin;x;2
41303;receive application;2021-11-03 00:08:36 +00:00;Trace 7687;Kevin;x;2
41304;confirm GDPR;2021-11-03 01:23:06 +00:00;Trace 7687;Kevin;x;2
41305;confirmed GDPR;2021-11-03 02:36:45 +00:00;Trace 7687;Kevin;x;2
41306;notify recruiter;2021-11-03 04:32:07 +00:00;Trace 7687;Kevin;x;2
41307;review application;2021-11-03 06:01:57 +00:00;Trace 7687;Kevin;x;2
41308;delete data of applicant;2021-11-03 07:37:18 +00:00;Trace 7687;Kevin;x;2
41309;receive application;2021-11-02 23:54:11 +00:00;Trace 7688;Peter;;
41310;confirm GDPR;2021-11-03 01:30:54 +00:00;Trace 7688;Peter;;
41311;confirmed GDPR;2021-11-03 03:27:59 +00:00;Trace 7688;Peter;;
41312;notify recruiter;2021-11-03 05:15:09 +00:00;Trace 7688;Peter;;
41313;review application;2021-11-03 07:13:33 +00:00;Trace 7688;Peter;;
41314;delete data of applicant;2021-11-03 09:11:52 +00:00;Trace 7688;Peter;;
41315;receive application;2021-11-03 00:24:38 +00:00;Trace 7689;Kevin;x;1, 2
41316;confirm GDPR;2021-11-03 01:37:07 +00:00;Trace 7689;Kevin;x;1, 2
41317;confirmed GDPR;2021-11-03 03:06:37 +00:00;Trace 7689;Kevin;x;1, 2
41318;notify recruiter;2021-11-03 05:01:59 +00:00;Trace 7689;Kevin;x;1, 2
41319;review application;2021-11-03 06:29:45 +00:00;Trace 7689;Kevin;x;1, 2
41320;schedule interview and send invitation;2021-11-03 08:09:25 +00:00;Trace 7689;Kevin;x;1, 2
41321;await answer;2021-11-03 09:46:12 +00:00;Trace 7689;Kevin;x;1, 5, 2
41322;hold intervierw;2021-11-03 10:50:00 +00:00;Trace 7689;Kevin;x;1, 2
41323;"reject application/
ask for permission to save data";2021-11-03 12:04:20 +00:00;Trace 7689;Kevin;x;1, 2
41324;receive application;2021-11-03 00:21:28 +00:00;Trace 7690;Kevin;x;1, 2
41325;confirm GDPR;2021-11-03 02:15:32 +00:00;Trace 7690;Kevin;x;1, 2
41326;confirmed GDPR;2021-11-03 03:37:32 +00:00;Trace 7690;Kevin;x;1, 2
41327;notify recruiter;2021-11-03 05:17:39 +00:00;Trace 7690;Kevin;x;1, 2
41328;review application;2021-11-03 06:52:03 +00:00;Trace 7690;Kevin;x;1, 2
41329;schedule interview and send invitation;2021-11-03 08:15:31 +00:00;Trace 7690;Kevin;x;1, 2
41330;await answer;2021-11-03 09:51:32 +00:00;Trace 7690;Kevin;x;1, 5, 2
41331;receive application;2021-11-03 00:07:07 +00:00;Trace 7691;Julian;;
41332;confirm GDPR;2021-11-03 01:07:55 +00:00;Trace 7691;Julian;;
41333;confirmed GDPR;2021-11-03 02:51:04 +00:00;Trace 7691;Julian;;
41334;notify recruiter;2021-11-03 04:19:30 +00:00;Trace 7691;Julian;;
41335;review application;2021-11-03 06:10:30 +00:00;Trace 7691;Julian;;
41336;delete data of applicant;2021-11-03 07:26:32 +00:00;Trace 7691;Julian;;
41337;receive application;2021-11-02 23:56:08 +00:00;Trace 7692;Peter;x;1
41338;confirm GDPR;2021-11-03 01:45:53 +00:00;Trace 7692;Peter;x;1
41339;declined GDPR;2021-11-03 03:05:29 +00:00;Trace 7692;Peter;x;1, 5
41340;receive application;2021-11-03 00:08:36 +00:00;Trace 7693;Julian;x;1
41341;confirm GDPR;2021-11-03 01:54:03 +00:00;Trace 7693;Julian;x;1
41342;declined GDPR;2021-11-03 03:03:32 +00:00;Trace 7693;Julian;x;1, 5
41343;receive application;2021-11-02 23:43:59 +00:00;Trace 7694;Julian;x;1
41344;confirm GDPR;2021-11-03 01:27:00 +00:00;Trace 7694;Julian;x;1
41345;declined GDPR;2021-11-03 03:26:44 +00:00;Trace 7694;Julian;x;1, 5
41346;receive application;2021-11-03 00:12:53 +00:00;Trace 7695;Kevin;x;1, 2
41347;confirm GDPR;2021-11-03 02:11:15 +00:00;Trace 7695;Kevin;x;1, 2
41348;confirmed GDPR;2021-11-03 03:20:12 +00:00;Trace 7695;Kevin;x;1, 2
41349;notify recruiter;2021-11-03 04:58:55 +00:00;Trace 7695;Kevin;x;1, 2
41350;review application;2021-11-03 06:40:32 +00:00;Trace 7695;Kevin;x;1, 2
41351;schedule interview and send invitation;2021-11-03 08:17:24 +00:00;Trace 7695;Kevin;x;1, 2
41352;await answer;2021-11-03 09:59:33 +00:00;Trace 7695;Kevin;x;1, 5, 2
41353;receive application;2021-11-03 00:00:58 +00:00;Trace 7696;Julian;x;1
41354;confirm GDPR;2021-11-03 01:03:02 +00:00;Trace 7696;Julian;x;1
41355;declined GDPR;2021-11-03 02:07:10 +00:00;Trace 7696;Julian;x;1, 5
41356;receive application;2021-11-03 00:38:28 +00:00;Trace 7697;Kevin;x;2
41357;confirm GDPR;2021-11-03 02:15:20 +00:00;Trace 7697;Kevin;x;2
41358;confirmed GDPR;2021-11-03 04:02:13 +00:00;Trace 7697;Kevin;x;2
41359;notify recruiter;2021-11-03 05:47:31 +00:00;Trace 7697;Kevin;x;2
41360;review application;2021-11-03 07:25:35 +00:00;Trace 7697;Kevin;x;2
41361;delete data of applicant;2021-11-03 08:45:15 +00:00;Trace 7697;Kevin;x;2
41362;receive application;2021-11-02 23:58:12 +00:00;Trace 7698;Julian;x;1
41363;confirm GDPR;2021-11-03 01:03:35 +00:00;Trace 7698;Julian;x;1
41364;declined GDPR;2021-11-03 02:12:31 +00:00;Trace 7698;Julian;x;1, 5
41365;receive application;2021-11-03 00:21:52 +00:00;Trace 7699;Peter;;
41366;confirm GDPR;2021-11-03 01:56:51 +00:00;Trace 7699;Peter;;
41367;confirmed GDPR;2021-11-03 03:22:16 +00:00;Trace 7699;Peter;;
41368;notify recruiter;2021-11-03 05:08:02 +00:00;Trace 7699;Peter;;
41369;review application;2021-11-03 06:52:39 +00:00;Trace 7699;Peter;;
41370;delete data of applicant;2021-11-03 07:56:22 +00:00;Trace 7699;Peter;;
41371;receive application;2021-11-03 00:06:07 +00:00;Trace 7700;Peter;x;1
41372;confirm GDPR;2021-11-03 01:29:25 +00:00;Trace 7700;Peter;x;1
41373;declined GDPR;2021-11-03 03:18:29 +00:00;Trace 7700;Peter;x;1, 5
41374;receive application;2021-11-02 23:53:13 +00:00;Trace 7701;Peter;;
41375;confirm GDPR;2021-11-03 01:05:17 +00:00;Trace 7701;Peter;;
41376;confirmed GDPR;2021-11-03 03:01:20 +00:00;Trace 7701;Peter;;
41377;notify recruiter;2021-11-03 04:44:09 +00:00;Trace 7701;Peter;;
41378;review application;2021-11-03 05:46:57 +00:00;Trace 7701;Peter;;
41379;delete data of applicant;2021-11-03 06:59:20 +00:00;Trace 7701;Peter;;
41380;receive application;2021-11-03 00:17:07 +00:00;Trace 7702;Julian;x;1
41381;confirm GDPR;2021-11-03 01:57:53 +00:00;Trace 7702;Julian;x;1
41382;declined GDPR;2021-11-03 03:35:15 +00:00;Trace 7702;Julian;x;1, 5
41383;receive application;2021-11-02 23:51:44 +00:00;Trace 7703;Julian;x;1
41384;confirm GDPR;2021-11-03 01:20:55 +00:00;Trace 7703;Julian;x;1
41385;declined GDPR;2021-11-03 02:22:37 +00:00;Trace 7703;Julian;x;1, 5
41386;receive application;2021-11-03 00:06:41 +00:00;Trace 7704;Julian;;
41387;confirm GDPR;2021-11-03 01:29:08 +00:00;Trace 7704;Julian;;
41388;confirmed GDPR;2021-11-03 02:52:18 +00:00;Trace 7704;Julian;;
41389;notify recruiter;2021-11-03 04:28:40 +00:00;Trace 7704;Julian;;
41390;review application;2021-11-03 06:14:25 +00:00;Trace 7704;Julian;;
41391;delete data of applicant;2021-11-03 07:21:54 +00:00;Trace 7704;Julian;;
41392;receive application;2021-11-02 23:51:45 +00:00;Trace 7705;Julian;x;1
41393;confirm GDPR;2021-11-03 01:49:40 +00:00;Trace 7705;Julian;x;1
41394;confirmed GDPR;2021-11-03 03:15:46 +00:00;Trace 7705;Julian;x;1
41395;notify recruiter;2021-11-03 05:00:50 +00:00;Trace 7705;Julian;x;1
41396;review application;2021-11-03 06:06:37 +00:00;Trace 7705;Julian;x;1
41397;schedule interview and send invitation;2021-11-03 07:35:06 +00:00;Trace 7705;Julian;x;1
41398;await answer;2021-11-03 08:47:41 +00:00;Trace 7705;Julian;x;1, 5
41399;receive application;2021-11-03 00:33:24 +00:00;Trace 7706;Peter;x;1
41400;confirm GDPR;2021-11-03 01:55:32 +00:00;Trace 7706;Peter;x;1
41401;declined GDPR;2021-11-03 03:35:52 +00:00;Trace 7706;Peter;x;1, 5
41402;receive application;2021-11-03 00:14:20 +00:00;Trace 7707;Hans;x;1
41403;confirm GDPR;2021-11-03 01:30:52 +00:00;Trace 7707;Hans;x;1
41404;declined GDPR;2021-11-03 03:01:34 +00:00;Trace 7707;Hans;x;1, 5
41405;receive application;2021-11-03 00:27:14 +00:00;Trace 7708;Julian;x;1
41406;confirm GDPR;2021-11-03 01:52:45 +00:00;Trace 7708;Julian;x;1
41407;declined GDPR;2021-11-03 03:31:33 +00:00;Trace 7708;Julian;x;1, 5
41408;receive application;2021-11-02 23:53:20 +00:00;Trace 7709;Hans;;
41409;confirm GDPR;2021-11-03 01:31:18 +00:00;Trace 7709;Hans;;
41410;confirmed GDPR;2021-11-03 03:10:54 +00:00;Trace 7709;Hans;;
41411;notify recruiter;2021-11-03 04:39:03 +00:00;Trace 7709;Hans;;
41412;review application;2021-11-03 06:26:03 +00:00;Trace 7709;Hans;;
41413;delete data of applicant;2021-11-03 07:45:28 +00:00;Trace 7709;Hans;;
41414;receive application;2021-11-03 00:19:56 +00:00;Trace 7710;Hans;x;1
41415;confirm GDPR;2021-11-03 02:04:48 +00:00;Trace 7710;Hans;x;1
41416;declined GDPR;2021-11-03 03:52:19 +00:00;Trace 7710;Hans;x;1, 5
41417;receive application;2021-11-03 00:36:43 +00:00;Trace 7711;Julian;;
41418;confirm GDPR;2021-11-03 02:24:13 +00:00;Trace 7711;Julian;;
41419;confirmed GDPR;2021-11-03 03:38:02 +00:00;Trace 7711;Julian;;
41420;notify recruiter;2021-11-03 05:31:19 +00:00;Trace 7711;Julian;;
41421;review application;2021-11-03 06:46:12 +00:00;Trace 7711;Julian;;
41422;delete data of applicant;2021-11-03 08:36:30 +00:00;Trace 7711;Julian;;
41423;receive application;2021-11-03 00:33:43 +00:00;Trace 7712;Hans;x;1
41424;confirm GDPR;2021-11-03 01:36:18 +00:00;Trace 7712;Hans;x;1
41425;declined GDPR;2021-11-03 03:31:17 +00:00;Trace 7712;Hans;x;1, 5
41426;receive application;2021-11-02 23:54:29 +00:00;Trace 7713;Kevin;x;1, 2
41427;confirm GDPR;2021-11-03 01:48:28 +00:00;Trace 7713;Kevin;x;1, 2
41428;declined GDPR;2021-11-03 03:42:42 +00:00;Trace 7713;Kevin;x;1, 5, 2
41429;receive application;2021-11-03 00:33:31 +00:00;Trace 7714;Hans;;
41430;confirm GDPR;2021-11-03 02:15:25 +00:00;Trace 7714;Hans;;
41431;confirmed GDPR;2021-11-03 04:12:49 +00:00;Trace 7714;Hans;;
41432;notify recruiter;2021-11-03 06:09:53 +00:00;Trace 7714;Hans;;
41433;review application;2021-11-03 07:37:15 +00:00;Trace 7714;Hans;;
41434;delete data of applicant;2021-11-03 08:46:53 +00:00;Trace 7714;Hans;;
41435;receive application;2021-11-03 00:18:45 +00:00;Trace 7715;Hans;x;1
41436;confirm GDPR;2021-11-03 02:00:35 +00:00;Trace 7715;Hans;x;1
41437;declined GDPR;2021-11-03 03:52:06 +00:00;Trace 7715;Hans;x;1, 5
41438;receive application;2021-11-03 00:19:41 +00:00;Trace 7716;Hans;x;1
41439;confirm GDPR;2021-11-03 01:50:48 +00:00;Trace 7716;Hans;x;1
41440;declined GDPR;2021-11-03 03:38:17 +00:00;Trace 7716;Hans;x;1, 5
41441;receive application;2021-11-02 23:48:22 +00:00;Trace 7717;Peter;x;1
41442;confirm GDPR;2021-11-03 01:03:29 +00:00;Trace 7717;Peter;x;1
41443;declined GDPR;2021-11-03 02:08:26 +00:00;Trace 7717;Peter;x;1, 5
41444;receive application;2021-11-02 23:58:59 +00:00;Trace 7718;Kevin;x;2
41445;confirm GDPR;2021-11-03 01:31:28 +00:00;Trace 7718;Kevin;x;2
41446;confirmed GDPR;2021-11-03 03:11:25 +00:00;Trace 7718;Kevin;x;2
41447;notify recruiter;2021-11-03 04:53:51 +00:00;Trace 7718;Kevin;x;2
41448;review application;2021-11-03 05:58:26 +00:00;Trace 7718;Kevin;x;2
41449;delete data of applicant;2021-11-03 07:28:06 +00:00;Trace 7718;Kevin;x;2
41450;receive application;2021-11-03 00:29:05 +00:00;Trace 7719;Hans;;
41451;confirm GDPR;2021-11-03 01:44:09 +00:00;Trace 7719;Hans;;
41452;confirmed GDPR;2021-11-03 03:28:49 +00:00;Trace 7719;Hans;;
41453;notify recruiter;2021-11-03 05:25:14 +00:00;Trace 7719;Hans;;
41454;review application;2021-11-03 06:43:33 +00:00;Trace 7719;Hans;;
41455;delete data of applicant;2021-11-03 07:51:36 +00:00;Trace 7719;Hans;;
41456;receive application;2021-11-02 23:53:04 +00:00;Trace 7720;Hans;x;1
41457;confirm GDPR;2021-11-03 01:27:35 +00:00;Trace 7720;Hans;x;1
41458;declined GDPR;2021-11-03 02:55:27 +00:00;Trace 7720;Hans;x;1, 5
41459;receive application;2021-11-03 00:31:02 +00:00;Trace 7721;Julian;x;1
41460;confirm GDPR;2021-11-03 01:38:45 +00:00;Trace 7721;Julian;x;1
41461;declined GDPR;2021-11-03 03:30:41 +00:00;Trace 7721;Julian;x;1, 5
41462;receive application;2021-11-02 23:38:39 +00:00;Trace 7722;Kevin;x;1, 2
41463;confirm GDPR;2021-11-03 01:18:13 +00:00;Trace 7722;Kevin;x;1, 2
41464;confirmed GDPR;2021-11-03 02:36:21 +00:00;Trace 7722;Kevin;x;1, 2
41465;notify recruiter;2021-11-03 04:01:07 +00:00;Trace 7722;Kevin;x;1, 2
41466;review application;2021-11-03 05:47:01 +00:00;Trace 7722;Kevin;x;1, 2
41467;schedule interview and send invitation;2021-11-03 07:29:45 +00:00;Trace 7722;Kevin;x;1, 2
41468;await answer;2021-11-03 08:30:33 +00:00;Trace 7722;Kevin;x;1, 5, 2
41469;receive application;2021-11-03 00:28:26 +00:00;Trace 7723;Kevin;x;1, 2
41470;confirm GDPR;2021-11-03 01:50:04 +00:00;Trace 7723;Kevin;x;1, 2
41471;declined GDPR;2021-11-03 03:14:29 +00:00;Trace 7723;Kevin;x;1, 5, 2
41472;receive application;2021-11-03 00:24:42 +00:00;Trace 7724;Hans;x;1
41473;confirm GDPR;2021-11-03 01:41:39 +00:00;Trace 7724;Hans;x;1
41474;confirmed GDPR;2021-11-03 02:58:32 +00:00;Trace 7724;Hans;x;1
41475;notify recruiter;2021-11-03 04:44:39 +00:00;Trace 7724;Hans;x;1
41476;review application;2021-11-03 06:10:21 +00:00;Trace 7724;Hans;x;1
41477;schedule interview and send invitation;2021-11-03 07:15:42 +00:00;Trace 7724;Hans;x;1
41478;await answer;2021-11-03 09:13:19 +00:00;Trace 7724;Hans;x;1, 5
41479;hold intervierw;2021-11-03 11:07:30 +00:00;Trace 7724;Hans;x;1
41480;send to assessment center;2021-11-03 12:22:11 +00:00;Trace 7724;Hans;x;1
41481;decline applicant in assesment center;2021-11-03 14:08:13 +00:00;Trace 7724;Hans;x;1
41482;receive application;2021-11-02 23:48:33 +00:00;Trace 7725;Hans;x;1
41483;confirm GDPR;2021-11-03 01:13:57 +00:00;Trace 7725;Hans;x;1
41484;declined GDPR;2021-11-03 02:20:28 +00:00;Trace 7725;Hans;x;1, 5
41485;receive application;2021-11-02 23:44:19 +00:00;Trace 7726;Hans;x;1
41486;confirm GDPR;2021-11-03 01:38:00 +00:00;Trace 7726;Hans;x;1
41487;confirmed GDPR;2021-11-03 03:33:45 +00:00;Trace 7726;Hans;x;1
41488;notify recruiter;2021-11-03 05:22:15 +00:00;Trace 7726;Hans;x;1
41489;review application;2021-11-03 06:22:55 +00:00;Trace 7726;Hans;x;1
41490;schedule interview and send invitation;2021-11-03 07:33:06 +00:00;Trace 7726;Hans;x;1
41491;await answer;2021-11-03 08:40:54 +00:00;Trace 7726;Hans;x;1, 5
41492;hold intervierw;2021-11-03 10:00:50 +00:00;Trace 7726;Hans;x;1
41493;send to assessment center;2021-11-03 11:35:13 +00:00;Trace 7726;Hans;x;1
41494;create and send offer;2021-11-03 12:51:05 +00:00;Trace 7726;Hans;x;1
41495;wait for answer to offer;2021-11-03 14:16:12 +00:00;Trace 7726;Hans;x;1
41496;receive application;2021-11-02 23:43:24 +00:00;Trace 7727;Kevin;x;2
41497;confirm GDPR;2021-11-03 00:54:25 +00:00;Trace 7727;Kevin;x;2
41498;confirmed GDPR;2021-11-03 02:09:17 +00:00;Trace 7727;Kevin;x;2
41499;notify recruiter;2021-11-03 03:36:08 +00:00;Trace 7727;Kevin;x;2
41500;review application;2021-11-03 05:05:04 +00:00;Trace 7727;Kevin;x;2
41501;delete data of applicant;2021-11-03 06:35:07 +00:00;Trace 7727;Kevin;x;2
41502;receive application;2021-11-02 23:56:46 +00:00;Trace 7728;Hans;x;1
41503;confirm GDPR;2021-11-03 01:00:22 +00:00;Trace 7728;Hans;x;1
41504;declined GDPR;2021-11-03 02:52:55 +00:00;Trace 7728;Hans;x;1, 5
41505;receive application;2021-11-03 00:38:11 +00:00;Trace 7729;Hans;x;1
41506;confirm GDPR;2021-11-03 02:19:50 +00:00;Trace 7729;Hans;x;1
41507;declined GDPR;2021-11-03 04:00:43 +00:00;Trace 7729;Hans;x;1, 5
41508;receive application;2021-11-03 00:25:17 +00:00;Trace 7730;Hans;x;1
41509;confirm GDPR;2021-11-03 01:51:09 +00:00;Trace 7730;Hans;x;1
41510;declined GDPR;2021-11-03 03:41:18 +00:00;Trace 7730;Hans;x;1, 5
41511;receive application;2021-11-03 00:18:45 +00:00;Trace 7731;Peter;;
41512;confirm GDPR;2021-11-03 02:12:39 +00:00;Trace 7731;Peter;;
41513;confirmed GDPR;2021-11-03 03:16:16 +00:00;Trace 7731;Peter;;
41514;notify recruiter;2021-11-03 04:37:12 +00:00;Trace 7731;Peter;;
41515;review application;2021-11-03 05:41:37 +00:00;Trace 7731;Peter;;
41516;delete data of applicant;2021-11-03 06:59:56 +00:00;Trace 7731;Peter;;
41517;receive application;2021-11-03 00:32:09 +00:00;Trace 7732;Julian;;
41518;confirm GDPR;2021-11-03 01:37:29 +00:00;Trace 7732;Julian;;
41519;confirmed GDPR;2021-11-03 02:57:09 +00:00;Trace 7732;Julian;;
41520;notify recruiter;2021-11-03 04:07:12 +00:00;Trace 7732;Julian;;
41521;review application;2021-11-03 05:12:16 +00:00;Trace 7732;Julian;;
41522;delete data of applicant;2021-11-03 06:44:51 +00:00;Trace 7732;Julian;;
41523;receive application;2021-11-02 23:39:44 +00:00;Trace 7733;Peter;x;1
41524;confirm GDPR;2021-11-03 01:16:07 +00:00;Trace 7733;Peter;x;1
41525;declined GDPR;2021-11-03 02:30:44 +00:00;Trace 7733;Peter;x;1, 5
41526;receive application;2021-11-03 00:30:20 +00:00;Trace 7734;Kevin;x;1, 2
41527;confirm GDPR;2021-11-03 01:36:53 +00:00;Trace 7734;Kevin;x;1, 2
41528;declined GDPR;2021-11-03 03:09:31 +00:00;Trace 7734;Kevin;x;1, 5, 2
41529;receive application;2021-11-03 00:15:16 +00:00;Trace 7735;Julian;;
41530;confirm GDPR;2021-11-03 01:51:59 +00:00;Trace 7735;Julian;;
41531;confirmed GDPR;2021-11-03 02:55:37 +00:00;Trace 7735;Julian;;
41532;notify recruiter;2021-11-03 04:36:13 +00:00;Trace 7735;Julian;;
41533;review application;2021-11-03 06:22:34 +00:00;Trace 7735;Julian;;
41534;delete data of applicant;2021-11-03 08:02:37 +00:00;Trace 7735;Julian;;
41535;receive application;2021-11-02 23:52:58 +00:00;Trace 7736;Julian;x;1
41536;confirm GDPR;2021-11-03 01:43:51 +00:00;Trace 7736;Julian;x;1
41537;confirmed GDPR;2021-11-03 02:57:23 +00:00;Trace 7736;Julian;x;1
41538;notify recruiter;2021-11-03 04:16:09 +00:00;Trace 7736;Julian;x;1
41539;review application;2021-11-03 05:18:01 +00:00;Trace 7736;Julian;x;1
41540;schedule interview and send invitation;2021-11-03 07:02:25 +00:00;Trace 7736;Julian;x;1
41541;await answer;2021-11-03 08:32:49 +00:00;Trace 7736;Julian;x;1, 5
41542;receive application;2021-11-03 00:32:49 +00:00;Trace 7737;Peter;x;1
41543;confirm GDPR;2021-11-03 01:39:41 +00:00;Trace 7737;Peter;x;1
41544;declined GDPR;2021-11-03 03:01:54 +00:00;Trace 7737;Peter;x;1, 5
41545;receive application;2021-11-02 23:44:30 +00:00;Trace 7738;Hans;x;1
41546;confirm GDPR;2021-11-03 01:40:18 +00:00;Trace 7738;Hans;x;1
41547;declined GDPR;2021-11-03 03:25:07 +00:00;Trace 7738;Hans;x;1, 5
41548;receive application;2021-11-03 00:34:00 +00:00;Trace 7739;Kevin;x;1, 2
41549;confirm GDPR;2021-11-03 02:01:07 +00:00;Trace 7739;Kevin;x;1, 2
41550;declined GDPR;2021-11-03 03:20:53 +00:00;Trace 7739;Kevin;x;1, 5, 2
41551;receive application;2021-11-03 00:35:09 +00:00;Trace 7740;Kevin;x;2
41552;confirm GDPR;2021-11-03 01:49:29 +00:00;Trace 7740;Kevin;x;2
41553;confirmed GDPR;2021-11-03 03:28:31 +00:00;Trace 7740;Kevin;x;2
41554;notify recruiter;2021-11-03 05:20:43 +00:00;Trace 7740;Kevin;x;2
41555;review application;2021-11-03 06:22:08 +00:00;Trace 7740;Kevin;x;2
41556;delete data of applicant;2021-11-03 07:29:52 +00:00;Trace 7740;Kevin;x;2
41557;receive application;2021-11-03 00:36:17 +00:00;Trace 7741;Julian;x;1
41558;confirm GDPR;2021-11-03 02:10:57 +00:00;Trace 7741;Julian;x;1
41559;confirmed GDPR;2021-11-03 03:28:08 +00:00;Trace 7741;Julian;x;1
41560;notify recruiter;2021-11-03 04:45:41 +00:00;Trace 7741;Julian;x;1
41561;review application;2021-11-03 06:35:55 +00:00;Trace 7741;Julian;x;1
41562;schedule interview and send invitation;2021-11-03 07:40:51 +00:00;Trace 7741;Julian;x;1
41563;await answer;2021-11-03 09:11:45 +00:00;Trace 7741;Julian;x;1, 5
41564;hold intervierw;2021-11-03 11:02:34 +00:00;Trace 7741;Julian;x;1
41565;"reject application/
ask for permission to save data";2021-11-03 12:30:01 +00:00;Trace 7741;Julian;x;1
41566;receive application;2021-11-02 23:40:31 +00:00;Trace 7742;Julian;x;1
41567;confirm GDPR;2021-11-03 01:35:26 +00:00;Trace 7742;Julian;x;1
41568;confirmed GDPR;2021-11-03 03:15:39 +00:00;Trace 7742;Julian;x;1
41569;notify recruiter;2021-11-03 04:53:32 +00:00;Trace 7742;Julian;x;1
41570;review application;2021-11-03 05:56:51 +00:00;Trace 7742;Julian;x;1
41571;schedule interview and send invitation;2021-11-03 07:50:02 +00:00;Trace 7742;Julian;x;1
41572;await answer;2021-11-03 09:07:46 +00:00;Trace 7742;Julian;x;1, 5
41573;hold intervierw;2021-11-03 10:54:43 +00:00;Trace 7742;Julian;x;1
41574;"reject application/
ask for permission to save data";2021-11-03 11:59:44 +00:00;Trace 7742;Julian;x;1
41575;receive application;2021-11-03 00:34:41 +00:00;Trace 7743;Julian;x;1
