ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
52597;"applicant rejected/
delete data";2021-11-03 11:37:52+00:00;Trace 9622;Hans;;
52598;receive application;2021-11-02 23:58:13+00:00;Trace 9623;Peter;;
52599;confirm GDPR;2021-11-03 01:37:54+00:00;Trace 9623;Peter;;
52600;decline GDPR;2021-11-03 03:24:34+00:00;Trace 9623;Peter;;
52601;receive application;2021-11-03 00:21:44+00:00;Trace 9624;Peter;;
52602;confirm GDPR;2021-11-03 02:11:41+00:00;Trace 9624;Peter;;
52603;decline GDPR;2021-11-03 03:21:50+00:00;Trace 9624;Peter;;
52604;receive application;2021-11-02 23:52:12+00:00;Trace 9625;Hans;;
52605;confirm GDPR;2021-11-03 01:15:53+00:00;Trace 9625;Hans;;
52606;confirmed GDPR;2021-11-03 02:39:53+00:00;Trace 9625;Hans;;
52607;notify recruiter;2021-11-03 04:02:24+00:00;Trace 9625;Hans;;
52608;review application;2021-11-03 05:41:30+00:00;Trace 9625;Hans;;
52609;delete data of applicant;2021-11-03 07:00:11+00:00;Trace 9625;Hans;;
52610;receive application;2021-11-02 23:47:17+00:00;Trace 9626;Hans;;
52611;confirm GDPR;2021-11-03 01:01:56+00:00;Trace 9626;Hans;;
52612;decline GDPR;2021-11-03 02:48:03+00:00;Trace 9626;Hans;;
52613;receive application;2021-11-02 23:47:11+00:00;Trace 9627;Julian;;
52614;confirm GDPR;2021-11-03 01:10:04+00:00;Trace 9627;Julian;;
52615;confirmed GDPR;2021-11-03 02:30:54+00:00;Trace 9627;Julian;;
52616;notify recruiter;2021-11-03 03:49:41+00:00;Trace 9627;Julian;;
52617;review application;2021-11-03 05:41:45+00:00;Trace 9627;Julian;;
52618;schedule interview and send invitation;2021-11-03 07:32:56+00:00;Trace 9627;Julian;;
52619;"await answer
for interview";2021-11-03 08:59:27+00:00;Trace 9627;Julian;;
52620;"applicant rejected/
delete data";2021-11-03 10:56:50+00:00;Trace 9627;Julian;;
52621;receive application;2021-11-02 23:47:02+00:00;Trace 9628;Julian;;
52622;confirm GDPR;2021-11-03 01:39:34+00:00;Trace 9628;Julian;;
52623;decline GDPR;2021-11-03 03:27:54+00:00;Trace 9628;Julian;;
52624;receive application;2021-11-02 23:42:57+00:00;Trace 9629;Julian;;
52625;confirm GDPR;2021-11-03 01:03:23+00:00;Trace 9629;Julian;;
52626;confirmed GDPR;2021-11-03 02:55:43+00:00;Trace 9629;Julian;;
52627;notify recruiter;2021-11-03 04:02:40+00:00;Trace 9629;Julian;;
52628;review application;2021-11-03 05:14:33+00:00;Trace 9629;Julian;;
52629;schedule interview and send invitation;2021-11-03 06:45:39+00:00;Trace 9629;Julian;;
52630;"await answer
for interview";2021-11-03 08:12:44+00:00;Trace 9629;Julian;;
52631;"applicant rejected/
delete data";2021-11-03 10:03:49+00:00;Trace 9629;Julian;;
52632;receive application;2021-11-03 00:16:42+00:00;Trace 9630;Hans;;
52633;confirm GDPR;2021-11-03 01:58:11+00:00;Trace 9630;Hans;;
52634;confirmed GDPR;2021-11-03 03:00:21+00:00;Trace 9630;Hans;;
52635;notify recruiter;2021-11-03 04:57:42+00:00;Trace 9630;Hans;;
52636;review application;2021-11-03 06:23:48+00:00;Trace 9630;Hans;;
52637;delete data of applicant;2021-11-03 07:31:38+00:00;Trace 9630;Hans;;
52638;receive application;2021-11-03 00:00:04+00:00;Trace 9631;Peter;;
52639;confirm GDPR;2021-11-03 01:39:19+00:00;Trace 9631;Peter;;
52640;decline GDPR;2021-11-03 03:22:45+00:00;Trace 9631;Peter;;
52641;receive application;2021-11-02 23:49:56+00:00;Trace 9632;Peter;;
52642;confirm GDPR;2021-11-03 01:11:51+00:00;Trace 9632;Peter;;
52643;confirmed GDPR;2021-11-03 03:04:20+00:00;Trace 9632;Peter;;
52644;notify recruiter;2021-11-03 04:54:57+00:00;Trace 9632;Peter;;
52645;review application;2021-11-03 06:12:48+00:00;Trace 9632;Peter;;
52646;delete data of applicant;2021-11-03 07:18:55+00:00;Trace 9632;Peter;;
52647;receive application;2021-11-03 00:06:18+00:00;Trace 9633;Peter;;
52648;confirm GDPR;2021-11-03 01:14:01+00:00;Trace 9633;Peter;;
52649;confirmed GDPR;2021-11-03 02:33:38+00:00;Trace 9633;Peter;;
52650;notify recruiter;2021-11-03 04:31:15+00:00;Trace 9633;Peter;;
52651;review application;2021-11-03 06:30:21+00:00;Trace 9633;Peter;;
52652;delete data of applicant;2021-11-03 07:48:16+00:00;Trace 9633;Peter;;
52653;receive application;2021-11-03 00:13:54+00:00;Trace 9634;Julian;;
52654;confirm GDPR;2021-11-03 01:17:12+00:00;Trace 9634;Julian;;
52655;decline GDPR;2021-11-03 02:58:18+00:00;Trace 9634;Julian;;
52656;receive application;2021-11-03 00:01:45+00:00;Trace 9635;Julian;;
52657;confirm GDPR;2021-11-03 01:46:41+00:00;Trace 9635;Julian;;
52658;decline GDPR;2021-11-03 03:36:56+00:00;Trace 9635;Julian;;
52659;receive application;2021-11-02 23:40:46+00:00;Trace 9636;Peter;;
52660;confirm GDPR;2021-11-03 00:45:15+00:00;Trace 9636;Peter;;
52661;decline GDPR;2021-11-03 02:33:28+00:00;Trace 9636;Peter;;
52662;receive application;2021-11-02 23:51:02+00:00;Trace 9637;Julian;;
52663;confirm GDPR;2021-11-03 01:45:55+00:00;Trace 9637;Julian;;
52664;confirmed GDPR;2021-11-03 03:30:03+00:00;Trace 9637;Julian;;
52665;notify recruiter;2021-11-03 04:55:15+00:00;Trace 9637;Julian;;
52666;review application;2021-11-03 06:29:26+00:00;Trace 9637;Julian;;
52667;delete data of applicant;2021-11-03 07:29:47+00:00;Trace 9637;Julian;;
52668;receive application;2021-11-03 00:31:58+00:00;Trace 9638;Hans;;
52669;confirm GDPR;2021-11-03 02:31:55+00:00;Trace 9638;Hans;;
52670;confirmed GDPR;2021-11-03 04:02:53+00:00;Trace 9638;Hans;;
52671;notify recruiter;2021-11-03 05:15:46+00:00;Trace 9638;Hans;;
52672;review application;2021-11-03 06:48:53+00:00;Trace 9638;Hans;;
52673;schedule interview and send invitation;2021-11-03 08:34:02+00:00;Trace 9638;Hans;;
52674;"await answer
for interview";2021-11-03 10:22:05+00:00;Trace 9638;Hans;;
52675;"applicant rejected/
delete data";2021-11-03 11:53:10+00:00;Trace 9638;Hans;;
52676;receive application;2021-11-02 23:53:30+00:00;Trace 9639;Julian;;
52677;confirm GDPR;2021-11-03 01:34:48+00:00;Trace 9639;Julian;;
52678;confirmed GDPR;2021-11-03 03:32:51+00:00;Trace 9639;Julian;;
52679;notify recruiter;2021-11-03 05:12:37+00:00;Trace 9639;Julian;;
52680;review application;2021-11-03 06:49:10+00:00;Trace 9639;Julian;;
52681;schedule interview and send invitation;2021-11-03 08:44:13+00:00;Trace 9639;Julian;;
52682;"await answer
for interview";2021-11-03 09:56:21+00:00;Trace 9639;Julian;;
52683;"applicant rejected/
delete data";2021-11-03 11:13:30+00:00;Trace 9639;Julian;;
52684;receive application;2021-11-02 23:59:58+00:00;Trace 9640;Julian;;
52685;confirm GDPR;2021-11-03 01:39:49+00:00;Trace 9640;Julian;;
52686;decline GDPR;2021-11-03 03:25:41+00:00;Trace 9640;Julian;;
52687;receive application;2021-11-02 23:57:57+00:00;Trace 9641;Julian;;
52688;confirm GDPR;2021-11-03 01:52:18+00:00;Trace 9641;Julian;;
52689;confirmed GDPR;2021-11-03 03:30:48+00:00;Trace 9641;Julian;;
52690;notify recruiter;2021-11-03 05:29:32+00:00;Trace 9641;Julian;;
52691;review application;2021-11-03 06:34:06+00:00;Trace 9641;Julian;;
52692;delete data of applicant;2021-11-03 08:06:09+00:00;Trace 9641;Julian;;
52693;receive application;2021-11-02 23:49:13+00:00;Trace 9642;Peter;;
52694;confirm GDPR;2021-11-03 01:25:06+00:00;Trace 9642;Peter;;
52695;decline GDPR;2021-11-03 03:24:10+00:00;Trace 9642;Peter;;
52696;receive application;2021-11-03 00:02:17+00:00;Trace 9643;Peter;;
52697;confirm GDPR;2021-11-03 01:04:55+00:00;Trace 9643;Peter;;
52698;decline GDPR;2021-11-03 02:22:07+00:00;Trace 9643;Peter;;
52699;receive application;2021-11-02 23:57:27+00:00;Trace 9644;Peter;;
52700;confirm GDPR;2021-11-03 01:13:52+00:00;Trace 9644;Peter;;
52701;decline GDPR;2021-11-03 02:35:06+00:00;Trace 9644;Peter;;
52702;receive application;2021-11-03 00:07:52+00:00;Trace 9645;Peter;;
52703;confirm GDPR;2021-11-03 02:01:24+00:00;Trace 9645;Peter;;
52704;decline GDPR;2021-11-03 03:45:42+00:00;Trace 9645;Peter;;
52705;receive application;2021-11-02 23:53:13+00:00;Trace 9646;Peter;;
52706;confirm GDPR;2021-11-03 01:50:53+00:00;Trace 9646;Peter;;
52707;decline GDPR;2021-11-03 03:47:46+00:00;Trace 9646;Peter;;
52708;receive application;2021-11-03 00:17:18+00:00;Trace 9647;Hans;;
52709;confirm GDPR;2021-11-03 02:00:34+00:00;Trace 9647;Hans;;
52710;decline GDPR;2021-11-03 03:43:10+00:00;Trace 9647;Hans;;
52711;receive application;2021-11-03 00:32:07+00:00;Trace 9648;Julian;;
52712;confirm GDPR;2021-11-03 01:37:36+00:00;Trace 9648;Julian;;
52713;confirmed GDPR;2021-11-03 03:04:31+00:00;Trace 9648;Julian;;
52714;notify recruiter;2021-11-03 04:16:59+00:00;Trace 9648;Julian;;
52715;review application;2021-11-03 06:15:10+00:00;Trace 9648;Julian;;
52716;schedule interview and send invitation;2021-11-03 08:07:37+00:00;Trace 9648;Julian;;
52717;"await answer
for interview";2021-11-03 09:12:23+00:00;Trace 9648;Julian;;
52718;"applicant rejected/
delete data";2021-11-03 10:24:51+00:00;Trace 9648;Julian;;
52719;receive application;2021-11-02 23:44:53+00:00;Trace 9649;Peter;;
52720;confirm GDPR;2021-11-03 01:03:46+00:00;Trace 9649;Peter;;
52721;confirmed GDPR;2021-11-03 02:41:37+00:00;Trace 9649;Peter;;
52722;notify recruiter;2021-11-03 04:32:59+00:00;Trace 9649;Peter;;
52723;review application;2021-11-03 06:00:46+00:00;Trace 9649;Peter;;
52724;delete data of applicant;2021-11-03 07:27:07+00:00;Trace 9649;Peter;;
52725;receive application;2021-11-03 00:35:06+00:00;Trace 9650;Julian;;
52726;confirm GDPR;2021-11-03 01:58:32+00:00;Trace 9650;Julian;;
52727;decline GDPR;2021-11-03 03:43:13+00:00;Trace 9650;Julian;;
52728;receive application;2021-11-02 23:42:54+00:00;Trace 9651;Julian;;
52729;confirm GDPR;2021-11-03 01:25:07+00:00;Trace 9651;Julian;;
52730;confirmed GDPR;2021-11-03 02:44:40+00:00;Trace 9651;Julian;;
52731;notify recruiter;2021-11-03 04:06:47+00:00;Trace 9651;Julian;;
52732;review application;2021-11-03 05:59:55+00:00;Trace 9651;Julian;;
52733;schedule interview and send invitation;2021-11-03 07:30:54+00:00;Trace 9651;Julian;;
52734;"await answer
for interview";2021-11-03 08:40:27+00:00;Trace 9651;Julian;;
52735;"applicant rejected/
delete data";2021-11-03 10:08:29+00:00;Trace 9651;Julian;;
52736;receive application;2021-11-02 23:41:57+00:00;Trace 9652;Julian;;
52737;confirm GDPR;2021-11-03 00:43:40+00:00;Trace 9652;Julian;;
52738;decline GDPR;2021-11-03 01:57:24+00:00;Trace 9652;Julian;;
52739;receive application;2021-11-03 00:22:47+00:00;Trace 9653;Julian;;
52740;confirm GDPR;2021-11-03 02:18:50+00:00;Trace 9653;Julian;;
52741;confirmed GDPR;2021-11-03 03:46:24+00:00;Trace 9653;Julian;;
52742;notify recruiter;2021-11-03 04:55:21+00:00;Trace 9653;Julian;;
52743;review application;2021-11-03 06:28:49+00:00;Trace 9653;Julian;;
52744;delete data of applicant;2021-11-03 08:05:36+00:00;Trace 9653;Julian;;
52745;receive application;2021-11-03 00:34:14+00:00;Trace 9654;Peter;;
52746;confirm GDPR;2021-11-03 02:02:14+00:00;Trace 9654;Peter;;
52747;decline GDPR;2021-11-03 04:00:04+00:00;Trace 9654;Peter;;
52748;receive application;2021-11-03 00:06:34+00:00;Trace 9655;Hans;;
52749;confirm GDPR;2021-11-03 01:55:28+00:00;Trace 9655;Hans;;
52750;decline GDPR;2021-11-03 03:26:48+00:00;Trace 9655;Hans;;
52751;receive application;2021-11-03 00:12:16+00:00;Trace 9656;Peter;;
52752;confirm GDPR;2021-11-03 01:44:09+00:00;Trace 9656;Peter;;
52753;decline GDPR;2021-11-03 03:13:55+00:00;Trace 9656;Peter;;
52754;receive application;2021-11-03 00:28:37+00:00;Trace 9657;Hans;;
52755;confirm GDPR;2021-11-03 02:23:17+00:00;Trace 9657;Hans;;
52756;decline GDPR;2021-11-03 04:11:21+00:00;Trace 9657;Hans;;
52757;receive application;2021-11-03 00:04:40+00:00;Trace 9658;Peter;;
52758;confirm GDPR;2021-11-03 01:57:01+00:00;Trace 9658;Peter;;
52759;confirmed GDPR;2021-11-03 03:53:18+00:00;Trace 9658;Peter;;
52760;notify recruiter;2021-11-03 04:57:36+00:00;Trace 9658;Peter;;
52761;review application;2021-11-03 06:28:24+00:00;Trace 9658;Peter;;
52762;delete data of applicant;2021-11-03 07:55:04+00:00;Trace 9658;Peter;;
52763;receive application;2021-11-03 00:05:18+00:00;Trace 9659;Peter;;
52764;confirm GDPR;2021-11-03 01:13:17+00:00;Trace 9659;Peter;;
52765;confirmed GDPR;2021-11-03 03:12:02+00:00;Trace 9659;Peter;;
52766;notify recruiter;2021-11-03 05:01:16+00:00;Trace 9659;Peter;;
52767;review application;2021-11-03 06:07:20+00:00;Trace 9659;Peter;;
52768;delete data of applicant;2021-11-03 07:13:27+00:00;Trace 9659;Peter;;
52769;receive application;2021-11-03 00:20:11+00:00;Trace 9660;Hans;;
52770;confirm GDPR;2021-11-03 02:16:52+00:00;Trace 9660;Hans;;
52771;decline GDPR;2021-11-03 03:57:17+00:00;Trace 9660;Hans;;
52772;receive application;2021-11-02 23:55:06+00:00;Trace 9661;Julian;;
52773;confirm GDPR;2021-11-03 01:20:46+00:00;Trace 9661;Julian;;
52774;decline GDPR;2021-11-03 02:31:59+00:00;Trace 9661;Julian;;
52775;receive application;2021-11-02 23:45:41+00:00;Trace 9662;Julian;;
52776;confirm GDPR;2021-11-03 00:51:27+00:00;Trace 9662;Julian;;
52777;decline GDPR;2021-11-03 01:54:53+00:00;Trace 9662;Julian;;
52778;receive application;2021-11-02 23:47:45+00:00;Trace 9663;Julian;;
52779;confirm GDPR;2021-11-03 00:55:46+00:00;Trace 9663;Julian;;
52780;decline GDPR;2021-11-03 02:03:53+00:00;Trace 9663;Julian;;
52781;receive application;2021-11-02 23:36:21+00:00;Trace 9664;Julian;;
52782;confirm GDPR;2021-11-03 01:01:48+00:00;Trace 9664;Julian;;
52783;confirmed GDPR;2021-11-03 02:14:28+00:00;Trace 9664;Julian;;
52784;notify recruiter;2021-11-03 03:45:55+00:00;Trace 9664;Julian;;
52785;review application;2021-11-03 05:18:45+00:00;Trace 9664;Julian;;
52786;schedule interview and send invitation;2021-11-03 06:29:49+00:00;Trace 9664;Julian;;
52787;"await answer
for interview";2021-11-03 08:05:41+00:00;Trace 9664;Julian;;
52788;hold intervierw;2021-11-03 09:58:10+00:00;Trace 9664;Julian;;
52789;"reject application/
ask for permission to save data";2021-11-03 11:14:56+00:00;Trace 9664;Julian;;
52790;await answer of applicant;2021-11-03 12:44:04+00:00;Trace 9664;Julian;;
52791;decline permission;2021-11-03 14:19:51+00:00;Trace 9664;Julian;;
52792;delete data;2021-11-03 16:07:02+00:00;Trace 9664;Julian;;
52793;receive application;2021-11-02 23:49:02+00:00;Trace 9665;Julian;;
52794;confirm GDPR;2021-11-03 01:43:30+00:00;Trace 9665;Julian;;
52795;confirmed GDPR;2021-11-03 02:58:24+00:00;Trace 9665;Julian;;
52796;notify recruiter;2021-11-03 04:53:13+00:00;Trace 9665;Julian;;
52797;review application;2021-11-03 06:23:20+00:00;Trace 9665;Julian;;
52798;delete data of applicant;2021-11-03 07:26:32+00:00;Trace 9665;Julian;;
52799;receive application;2021-11-02 23:57:12+00:00;Trace 9666;Peter;;
52800;confirm GDPR;2021-11-03 01:16:53+00:00;Trace 9666;Peter;;
52801;decline GDPR;2021-11-03 02:23:38+00:00;Trace 9666;Peter;;
52802;receive application;2021-11-02 23:35:51+00:00;Trace 9667;Hans;;
52803;confirm GDPR;2021-11-03 00:50:22+00:00;Trace 9667;Hans;;
52804;decline GDPR;2021-11-03 02:21:21+00:00;Trace 9667;Hans;;
52805;receive application;2021-11-03 00:01:09+00:00;Trace 9668;Peter;;
52806;confirm GDPR;2021-11-03 01:22:17+00:00;Trace 9668;Peter;;
52807;confirmed GDPR;2021-11-03 02:35:17+00:00;Trace 9668;Peter;;
52808;notify recruiter;2021-11-03 03:56:04+00:00;Trace 9668;Peter;;
52809;review application;2021-11-03 05:20:42+00:00;Trace 9668;Peter;;
52810;delete data of applicant;2021-11-03 07:18:13+00:00;Trace 9668;Peter;;
52811;receive application;2021-11-02 23:51:28+00:00;Trace 9669;Julian;;
52812;confirm GDPR;2021-11-03 01:45:06+00:00;Trace 9669;Julian;;
52813;decline GDPR;2021-11-03 02:49:44+00:00;Trace 9669;Julian;;
52814;receive application;2021-11-03 00:28:23+00:00;Trace 9670;Hans;;
52815;confirm GDPR;2021-11-03 01:32:35+00:00;Trace 9670;Hans;;
52816;decline GDPR;2021-11-03 02:35:38+00:00;Trace 9670;Hans;;
52817;receive application;2021-11-03 00:14:40+00:00;Trace 9671;Julian;;
52818;confirm GDPR;2021-11-03 01:52:22+00:00;Trace 9671;Julian;;
52819;confirmed GDPR;2021-11-03 03:06:05+00:00;Trace 9671;Julian;;
52820;notify recruiter;2021-11-03 04:33:29+00:00;Trace 9671;Julian;;
52821;review application;2021-11-03 06:11:57+00:00;Trace 9671;Julian;;
52822;schedule interview and send invitation;2021-11-03 07:23:23+00:00;Trace 9671;Julian;;
52823;"await answer
for interview";2021-11-03 09:13:06+00:00;Trace 9671;Julian;;
52824;hold intervierw;2021-11-03 10:28:06+00:00;Trace 9671;Julian;;
52825;"reject application/
ask for permission to save data";2021-11-03 12:07:41+00:00;Trace 9671;Julian;;
52826;await answer of applicant;2021-11-03 14:02:27+00:00;Trace 9671;Julian;;
52827;decline permission;2021-11-03 15:30:47+00:00;Trace 9671;Julian;;
52828;delete data;2021-11-03 16:52:15+00:00;Trace 9671;Julian;;
52829;receive application;2021-11-03 00:04:52+00:00;Trace 9672;Julian;;
52830;confirm GDPR;2021-11-03 01:43:04+00:00;Trace 9672;Julian;;
52831;confirmed GDPR;2021-11-03 03:10:43+00:00;Trace 9672;Julian;;
52832;notify recruiter;2021-11-03 04:39:33+00:00;Trace 9672;Julian;;
52833;review application;2021-11-03 06:14:21+00:00;Trace 9672;Julian;;
52834;schedule interview and send invitation;2021-11-03 07:19:15+00:00;Trace 9672;Julian;;
52835;"await answer
for interview";2021-11-03 08:52:47+00:00;Trace 9672;Julian;;
52836;hold intervierw;2021-11-03 10:43:20+00:00;Trace 9672;Julian;;
52837;"reject application/
ask for permission to save data";2021-11-03 12:16:55+00:00;Trace 9672;Julian;;
52838;await answer of applicant;2021-11-03 14:10:38+00:00;Trace 9672;Julian;;
52839;decline permission;2021-11-03 15:43:14+00:00;Trace 9672;Julian;;
52840;delete data;2021-11-03 17:31:53+00:00;Trace 9672;Julian;;
52841;receive application;2021-11-03 00:30:20+00:00;Trace 9673;Julian;;
52842;confirm GDPR;2021-11-03 01:40:28+00:00;Trace 9673;Julian;;
52843;confirmed GDPR;2021-11-03 02:52:28+00:00;Trace 9673;Julian;;
52844;notify recruiter;2021-11-03 04:32:44+00:00;Trace 9673;Julian;;
52845;review application;2021-11-03 05:43:05+00:00;Trace 9673;Julian;;
52846;delete data of applicant;2021-11-03 07:38:23+00:00;Trace 9673;Julian;;
52847;receive application;2021-11-03 00:07:10+00:00;Trace 9674;Hans;;
52848;confirm GDPR;2021-11-03 01:46:00+00:00;Trace 9674;Hans;;
52849;decline GDPR;2021-11-03 03:27:40+00:00;Trace 9674;Hans;;
52850;receive application;2021-11-03 00:17:31+00:00;Trace 9675;Peter;;
52851;confirm GDPR;2021-11-03 01:37:32+00:00;Trace 9675;Peter;;
52852;decline GDPR;2021-11-03 03:09:09+00:00;Trace 9675;Peter;;
52853;receive application;2021-11-03 00:15:37+00:00;Trace 9676;Julian;;
52854;confirm GDPR;2021-11-03 01:43:25+00:00;Trace 9676;Julian;;
52855;confirmed GDPR;2021-11-03 03:16:49+00:00;Trace 9676;Julian;;
52856;notify recruiter;2021-11-03 04:48:26+00:00;Trace 9676;Julian;;
52857;review application;2021-11-03 05:51:59+00:00;Trace 9676;Julian;;
52858;delete data of applicant;2021-11-03 07:04:39+00:00;Trace 9676;Julian;;
52859;receive application;2021-11-03 00:28:25+00:00;Trace 9677;Peter;;
52860;confirm GDPR;2021-11-03 02:10:01+00:00;Trace 9677;Peter;;
52861;decline GDPR;2021-11-03 03:43:30+00:00;Trace 9677;Peter;;
52862;receive application;2021-11-03 00:21:25+00:00;Trace 9678;Peter;;
52863;confirm GDPR;2021-11-03 02:07:07+00:00;Trace 9678;Peter;;
52864;decline GDPR;2021-11-03 04:03:23+00:00;Trace 9678;Peter;;
52865;receive application;2021-11-03 00:06:43+00:00;Trace 9679;Julian;;
52866;confirm GDPR;2021-11-03 01:22:08+00:00;Trace 9679;Julian;;
52867;confirmed GDPR;2021-11-03 03:14:00+00:00;Trace 9679;Julian;;
52868;notify recruiter;2021-11-03 04:58:31+00:00;Trace 9679;Julian;;
52869;review application;2021-11-03 06:52:17+00:00;Trace 9679;Julian;;
52870;delete data of applicant;2021-11-03 08:48:05+00:00;Trace 9679;Julian;;
52871;receive application;2021-11-02 23:39:40+00:00;Trace 9680;Hans;;
52872;confirm GDPR;2021-11-03 01:38:08+00:00;Trace 9680;Hans;;
52873;confirmed GDPR;2021-11-03 03:37:41+00:00;Trace 9680;Hans;;
52874;notify recruiter;2021-11-03 04:38:50+00:00;Trace 9680;Hans;;
52875;review application;2021-11-03 06:13:34+00:00;Trace 9680;Hans;;
52876;delete data of applicant;2021-11-03 07:57:11+00:00;Trace 9680;Hans;;
52877;receive application;2021-11-03 00:10:52+00:00;Trace 9681;Hans;;
52878;confirm GDPR;2021-11-03 01:48:48+00:00;Trace 9681;Hans;;
52879;decline GDPR;2021-11-03 03:05:50+00:00;Trace 9681;Hans;;
52880;receive application;2021-11-02 23:44:01+00:00;Trace 9682;Julian;;
52881;confirm GDPR;2021-11-03 01:27:20+00:00;Trace 9682;Julian;;
52882;decline GDPR;2021-11-03 02:29:42+00:00;Trace 9682;Julian;;
52883;receive application;2021-11-03 00:11:40+00:00;Trace 9683;Hans;;
52884;confirm GDPR;2021-11-03 01:59:11+00:00;Trace 9683;Hans;;
52885;decline GDPR;2021-11-03 03:41:06+00:00;Trace 9683;Hans;;
52886;receive application;2021-11-03 00:16:25+00:00;Trace 9684;Julian;;
52887;confirm GDPR;2021-11-03 01:16:36+00:00;Trace 9684;Julian;;
52888;decline GDPR;2021-11-03 02:31:11+00:00;Trace 9684;Julian;;
52889;receive application;2021-11-02 23:42:24+00:00;Trace 9685;Hans;;
52890;confirm GDPR;2021-11-03 00:56:11+00:00;Trace 9685;Hans;;
52891;decline GDPR;2021-11-03 02:24:01+00:00;Trace 9685;Hans;;
52892;receive application;2021-11-03 00:33:53+00:00;Trace 9686;Peter;;
52893;confirm GDPR;2021-11-03 02:32:27+00:00;Trace 9686;Peter;;
52894;decline GDPR;2021-11-03 04:05:09+00:00;Trace 9686;Peter;;
52895;receive application;2021-11-03 00:17:36+00:00;Trace 9687;Hans;;
52896;confirm GDPR;2021-11-03 01:20:45+00:00;Trace 9687;Hans;;
52897;decline GDPR;2021-11-03 02:51:52+00:00;Trace 9687;Hans;;
52898;receive application;2021-11-03 00:18:54+00:00;Trace 9688;Julian;;
52899;confirm GDPR;2021-11-03 01:31:41+00:00;Trace 9688;Julian;;
52900;decline GDPR;2021-11-03 03:01:14+00:00;Trace 9688;Julian;;
52901;receive application;2021-11-03 00:34:36+00:00;Trace 9689;Julian;;
52902;confirm GDPR;2021-11-03 02:34:25+00:00;Trace 9689;Julian;;
52903;confirmed GDPR;2021-11-03 04:10:53+00:00;Trace 9689;Julian;;
52904;notify recruiter;2021-11-03 05:32:49+00:00;Trace 9689;Julian;;
52905;review application;2021-11-03 06:36:24+00:00;Trace 9689;Julian;;
52906;schedule interview and send invitation;2021-11-03 08:23:57+00:00;Trace 9689;Julian;;
52907;"await answer
for interview";2021-11-03 09:34:58+00:00;Trace 9689;Julian;;
52908;hold intervierw;2021-11-03 10:44:37+00:00;Trace 9689;Julian;;
52909;"reject application/
ask for permission to save data";2021-11-03 12:28:34+00:00;Trace 9689;Julian;;
52910;await answer of applicant;2021-11-03 13:29:32+00:00;Trace 9689;Julian;;
52911;decline permission;2021-11-03 14:31:16+00:00;Trace 9689;Julian;;
52912;delete data;2021-11-03 16:26:15+00:00;Trace 9689;Julian;;
52913;receive application;2021-11-03 00:04:12+00:00;Trace 9690;Julian;;
52914;confirm GDPR;2021-11-03 01:05:56+00:00;Trace 9690;Julian;;
52915;confirmed GDPR;2021-11-03 02:11:07+00:00;Trace 9690;Julian;;
52916;notify recruiter;2021-11-03 04:07:26+00:00;Trace 9690;Julian;;
52917;review application;2021-11-03 05:18:14+00:00;Trace 9690;Julian;;
52918;schedule interview and send invitation;2021-11-03 07:11:09+00:00;Trace 9690;Julian;;
52919;"await answer
for interview";2021-11-03 08:47:44+00:00;Trace 9690;Julian;;
52920;"applicant rejected/
delete data";2021-11-03 10:39:29+00:00;Trace 9690;Julian;;
52921;receive application;2021-11-02 23:47:37+00:00;Trace 9691;Hans;;
52922;confirm GDPR;2021-11-03 00:54:25+00:00;Trace 9691;Hans;;
52923;confirmed GDPR;2021-11-03 02:27:31+00:00;Trace 9691;Hans;;
52924;notify recruiter;2021-11-03 03:54:04+00:00;Trace 9691;Hans;;
52925;review application;2021-11-03 05:06:23+00:00;Trace 9691;Hans;;
52926;schedule interview and send invitation;2021-11-03 06:29:47+00:00;Trace 9691;Hans;;
52927;"await answer
for interview";2021-11-03 08:21:30+00:00;Trace 9691;Hans;;
52928;"applicant rejected/
delete data";2021-11-03 10:13:01+00:00;Trace 9691;Hans;;
52929;receive application;2021-11-03 00:00:57+00:00;Trace 9692;Peter;;
52930;confirm GDPR;2021-11-03 01:50:35+00:00;Trace 9692;Peter;;
52931;confirmed GDPR;2021-11-03 03:07:02+00:00;Trace 9692;Peter;;
52932;notify recruiter;2021-11-03 04:13:26+00:00;Trace 9692;Peter;;
52933;review application;2021-11-03 06:10:51+00:00;Trace 9692;Peter;;
52934;delete data of applicant;2021-11-03 08:01:22+00:00;Trace 9692;Peter;;
52935;receive application;2021-11-03 00:29:28+00:00;Trace 9693;Julian;;
52936;confirm GDPR;2021-11-03 01:38:29+00:00;Trace 9693;Julian;;
52937;confirmed GDPR;2021-11-03 03:15:37+00:00;Trace 9693;Julian;;
52938;notify recruiter;2021-11-03 05:09:20+00:00;Trace 9693;Julian;;
52939;review application;2021-11-03 06:12:21+00:00;Trace 9693;Julian;;
52940;schedule interview and send invitation;2021-11-03 07:23:56+00:00;Trace 9693;Julian;;
52941;"await answer
for interview";2021-11-03 09:05:44+00:00;Trace 9693;Julian;;
52942;"applicant rejected/
delete data";2021-11-03 10:51:30+00:00;Trace 9693;Julian;;
52943;receive application;2021-11-03 00:01:06+00:00;Trace 9694;Hans;;
52944;confirm GDPR;2021-11-03 01:15:11+00:00;Trace 9694;Hans;;
52945;confirmed GDPR;2021-11-03 02:35:20+00:00;Trace 9694;Hans;;
